strain,type,rating,effects_1,effects_2,effects_3,effects_4,effects_5,flavor_1,flavor_2,flavor_3,flavor_4
Nyc-Diesel,hybrid,4.2,Happy,Uplifted,Relaxed,Energetic,Euphoric,Diesel,Earthy,Pungent,
Loud-Scout,hybrid,4.4,Relaxed,Happy,Focused,Uplifted,Energetic,Grape,Sweet,Tropical,
Mercury-Og,indica,4.4,Relaxed,Sleepy,Euphoric,Happy,Hungry,Pungent,Earthy,Woody,
Nypd,sativa,4.2,Uplifted,Happy,Relaxed,Giggly,Focused,Flowery,Pine,Earthy,
Love-Potion,sativa,4.4,Happy,Talkative,Euphoric,Relaxed,Energetic,Skunk,Citrus,Grapefruit,
Ocas-Cloud-9,hybrid,4.8,Energetic,Happy,Uplifted,Euphoric,Talkative,Citrus,Flowery,Tea,
Mickey-Kush,sativa,4.6,Uplifted,Happy,Focused,Relaxed,Euphoric,Earthy,Sweet,Tree,Fruit
Luca-Brasi,hybrid,5,None,,,,,None,,,
Middlefork,hybrid,4.6,Creative,Happy,Uplifted,Focused,Euphoric,Earthy,Blueberry,Tar,
Luca-Brasi-X-Sour-Diesel,hybrid,4.4,Focused,Energetic,Uplifted,Happy,Relaxed,Earthy,Lemon,Pungent,
Ocd,sativa,4.5,Energetic,Creative,Aroused,Uplifted,Euphoric,Tar,,,
Middlefork-X-Pineapple-Express,sativa,4.9,Happy,Euphoric,Giggly,Uplifted,Relaxed,Pineapple,Sweet,Grape,
Lucid-Bolt,indica,5,Giggly,Hungry,Relaxed,Sleepy,Talkative,Blueberry,Berry,Earthy,
Odyssey,hybrid,4.3,Focused,Relaxed,Happy,Uplifted,Tingly,Sweet,Skunk,Flowery,
Midnight,hybrid,4.4,Happy,Uplifted,Euphoric,Relaxed,Creative,Earthy,Pungent,Lavender,
Milky-Way,indica,4.7,Relaxed,Happy,Euphoric,Energetic,Focused,Sweet,Menthol,Pepper,
Og-Diesel-Kush,hybrid,4.4,Happy,Relaxed,Creative,Euphoric,Hungry,Skunk,Pine,Pungent,
California-Sour,hybrid,3.6,Focused,Relaxed,Euphoric,Energetic,Uplifted,Lemon,Diesel,Citrus,
Raw-Diesel,hybrid,3.1,Relaxed,Sleepy,Uplifted,Hungry,Happy,Earthy,Diesel,Citrus,
Ray-Charles,indica,4.5,Relaxed,Sleepy,Uplifted,Focused,Tingly,Earthy,Diesel,Sweet,
Rebel-Berry-Og,hybrid,5,Euphoric,Happy,Uplifted,Relaxed,Creative,Blueberry,Cheese,Vanilla,
Rebel-God-Smoke,sativa,5,Uplifted,Euphoric,Energetic,Focused,Happy,,,,
Rebel-Tangie-Kandy,sativa,0,None,,,,,None,,,
Reclining-Buddha,indica,4.9,Relaxed,Euphoric,Happy,Uplifted,Giggly,Flowery,Pungent,Citrus,
Recon,indica,4.2,Relaxed,Sleepy,Happy,Giggly,Talkative,Sweet,Spicy/Herbal,Berry,
Lucid-Dream,hybrid,4.6,Energetic,Euphoric,Uplifted,Focused,Relaxed,Berry,Blueberry,Sweet,
Milf,hybrid,4.4,Happy,Euphoric,Uplifted,Giggly,Relaxed,Earthy,Sweet,Sage,
Lucky-Charms,hybrid,4.5,Euphoric,Happy,Relaxed,Uplifted,Tingly,Berry,Sweet,Citrus,
Og-1-Kenobi,indica,0,None,,,,,None,,,
California-Grapefruit,indica,4.4,Euphoric,Relaxed,Tingly,Talkative,Uplifted,Citrus,Grapefruit,Pepper,
Og-18,hybrid,4.6,Relaxed,Sleepy,Happy,Hungry,Euphoric,Earthy,Pine,Diesel,
California-Hash-Plant,indica,5,Uplifted,Creative,Energetic,Giggly,Happy,Citrus,,,
Og-Cheese,hybrid,4.4,Relaxed,Creative,Happy,Sleepy,Uplifted,Cheese,Citrus,Earthy,
California-Orange,hybrid,4.3,Happy,Relaxed,Uplifted,Euphoric,Giggly,Citrus,Orange,Sweet,
Og-Chem,hybrid,4.5,Happy,Euphoric,Relaxed,Uplifted,Energetic,Pine,Pungent,Earthy,
Red-Cherry-Berry,hybrid,4,Happy,Relaxed,Euphoric,Giggly,Focused,Berry,Sweet,Earthy,
Red-Congolese,sativa,4.6,Energetic,Uplifted,Happy,Focused,Euphoric,Earthy,Spicy/Herbal,Sweet,
Red-Diesel,hybrid,4.2,Euphoric,Hungry,Energetic,Happy,Relaxed,Diesel,Citrus,Woody,
Red-Dragon,hybrid,4.2,Happy,Uplifted,Euphoric,Tingly,Relaxed,Woody,Earthy,Tropical,
Red-Dwarf,indica,4.3,Sleepy,Euphoric,Happy,Relaxed,Hungry,Skunk,Flowery,Earthy,
Red-Eye-Og,indica,4.4,Relaxed,Sleepy,Happy,Euphoric,Hungry,Earthy,Pungent,Pine,
Red-Haze,sativa,4.3,Energetic,Euphoric,Relaxed,Focused,Creative,Earthy,Woody,Pine,
Red-Headed-Stranger,sativa,4.5,Happy,Energetic,Uplifted,Focused,Relaxed,Spicy/Herbal,Citrus,Sweet,
Red-Poison,hybrid,4.7,Uplifted,Euphoric,Happy,Relaxed,Talkative,Earthy,Citrus,Woody,
Red-Velvet-Pie,hybrid,0,Euphoric,,,,,None,,,
Canna-Tsu,hybrid,4.5,Relaxed,Happy,Focused,Uplifted,Creative,Woody,Earthy,Grapefruit,
Remedy,indica,4.6,Relaxed,Uplifted,Happy,Sleepy,Euphoric,Woody,Earthy,Citrus,
Cannadential,hybrid,4.1,Euphoric,Happy,Relaxed,Uplifted,Energetic,Earthy,Pungent,Diesel,
Cannalope-Haze,sativa,4.2,Happy,Relaxed,Energetic,Uplifted,Creative,Sweet,Tropical,Flowery,
Remo-Chemo,hybrid,5,Talkative,Uplifted,Creative,Euphoric,Giggly,Spicy/Herbal,Pepper,Pungent,
Cannalope-Kush,hybrid,4.5,Uplifted,Happy,Relaxed,Euphoric,Focused,Sweet,Earthy,Woody,
Rene,hybrid,4.3,Uplifted,Happy,Relaxed,Energetic,Creative,Earthy,Sweet,Pine,
Rene-Mist,hybrid,3.7,Happy,Hungry,Relaxed,Uplifted,Aroused,Flowery,Earthy,Rose,
Millennium,hybrid,4.4,Creative,Relaxed,Uplifted,Happy,Energetic,Blueberry,Earthy,Diesel,
Mint-Chocolate-Chip,hybrid,4.6,Relaxed,Happy,Tingly,Uplifted,Talkative,Minty,Earthy,Mint,
Mission-Kush,hybrid,4,Creative,Uplifted,Energetic,Euphoric,Happy,Pine,,,
Misty-Kush,indica,4.4,Happy,Euphoric,Relaxed,Uplifted,Talkative,Sweet,Mango,Lemon,
Misty-Morning,hybrid,4,Sleepy,Euphoric,Relaxed,,,Spicy/Herbal,Pine,,
Mk-Ultra,indica,4.5,Relaxed,Euphoric,Sleepy,Happy,Hungry,Earthy,Pungent,Woody,
Richie-Rich,hybrid,4.3,Happy,Euphoric,Relaxed,Hungry,Creative,Sweet,Lemon,Tropical,
Mob-Boss,hybrid,4.5,Energetic,Happy,Euphoric,Uplifted,Relaxed,Earthy,Pine,Citrus,
Riddler-Og,hybrid,4.7,Aroused,Talkative,Tingly,Uplifted,Creative,Flowery,Earthy,Pungent,
Moby-Dick,sativa,4.3,Uplifted,Euphoric,Happy,Relaxed,Energetic,Sweet,Citrus,Earthy,
Ridge-Berry,sativa,5,None,,,,,None,,,
Mochi,hybrid,5,Sleepy,Happy,Hungry,Relaxed,Tingly,Pungent,Minty,Flowery,
Calyx-Og,hybrid,0,None,,,,,None,,,
Red-Widow,hybrid,3.2,Happy,Uplifted,Focused,Energetic,Giggly,Tropical,Skunk,Butter,
Cambodian,sativa,4.2,Energetic,Talkative,Happy,Relaxed,Uplifted,Earthy,Tropical,Flowery,
Cambodian-Haze,sativa,4.6,Euphoric,Happy,Aroused,Creative,Relaxed,Sweet,Citrus,Lemon,
Redd-Cross,hybrid,5,Sleepy,Relaxed,Tingly,Hungry,,,,,
Candy-Cane,indica,4.4,Relaxed,Sleepy,Euphoric,Hungry,Happy,Sweet,Tropical,Pine,
Redding-Og,hybrid,4.3,Talkative,Euphoric,Giggly,Happy,Hungry,,,,
Candy-Jack,sativa,4.3,Happy,Energetic,Euphoric,Creative,Focused,Skunk,Citrus,Pungent,
Candyland,sativa,4.6,Happy,Uplifted,Energetic,Euphoric,Creative,Sweet,Earthy,Flowery,
Redwood-Kush,indica,4.4,Relaxed,Sleepy,Happy,Uplifted,Euphoric,Pine,Woody,Earthy,
Rigger-Kush,indica,0,None,,,,,None,,,
Molokai-Frost,indica,4.8,Relaxed,Euphoric,Happy,Creative,Uplifted,Pungent,Woody,Chestnut,
Ringos-Gift,hybrid,4.7,Relaxed,Uplifted,Happy,Focused,Energetic,Earthy,Pine,Citrus,
Rip-City-Purps,indica,4.2,Euphoric,Relaxed,Uplifted,Happy,Hungry,Sage,Grape,Flowery,
Ripped-Bubba,hybrid,4.2,Relaxed,Creative,Euphoric,Hungry,Happy,Sweet,Earthy,Citrus,
Molokai-Purpz,indica,5,Aroused,Creative,Euphoric,Relaxed,Sleepy,Berry,Grape,Sweet,
Rob-Ford-Kush,hybrid,4.6,Sleepy,Relaxed,Happy,Hungry,Tingly,Sweet,Lemon,Spicy/Herbal,
Money-Maker,indica,4.6,Relaxed,Sleepy,Happy,Euphoric,Uplifted,Earthy,Berry,Skunk,
Robert-Plant,sativa,4.5,Uplifted,Energetic,Euphoric,Relaxed,Talkative,Sweet,Blueberry,Honey,
Monkey-Paw,hybrid,4.5,Relaxed,Happy,Hungry,Uplifted,Euphoric,Grape,Berry,Spicy/Herbal,
Rocky-Mountain-Blueberry,indica,4.6,Euphoric,Uplifted,Relaxed,Energetic,Talkative,Blueberry,Berry,Sweet,
Rocky-Mountain-High,hybrid,4.3,Euphoric,Creative,Focused,Uplifted,Relaxed,Earthy,Skunk,Citrus,
Rollex-Og-Kush,indica,4.7,Happy,Relaxed,Uplifted,Euphoric,Creative,Pungent,Pine,Chemical,
Moon-Cookies,hybrid,4.8,Hungry,Focused,Euphoric,Happy,Relaxed,Spicy/Herbal,Minty,Flowery,
Rolls-Choice,hybrid,4.8,Relaxed,Happy,Uplifted,Energetic,Euphoric,Diesel,Earthy,Violet,
Moondance,sativa,5,Creative,Euphoric,Happy,Relaxed,,Lavender,Pine,,
Romping-Goddess,hybrid,4,Happy,Hungry,Creative,Energetic,Euphoric,Tree,Fruit,Earthy,Pine
Moonshine-Haze,sativa,4.3,Uplifted,Euphoric,Happy,Relaxed,Creative,Earthy,Citrus,Pine,
Romulan,indica,4.2,Relaxed,Happy,Sleepy,Uplifted,Euphoric,Earthy,Sweet,Pine,
Moonwalker-Kush,hybrid,4.9,Relaxed,Euphoric,Happy,Focused,Giggly,Earthy,Pine,Minty,
Moose-And-Lobsta,sativa,4.9,Happy,Uplifted,Euphoric,Energetic,Talkative,Citrus,Diesel,Pungent,
Romulan-Grapefruit,hybrid,4.3,Relaxed,Euphoric,Sleepy,Happy,Tingly,Grapefruit,Citrus,Sweet,
Morning-Glory,hybrid,4.9,Creative,Energetic,Happy,Aroused,Uplifted,Citrus,Pepper,Lime,
Romulan-Haze,hybrid,4.5,Energetic,Focused,Relaxed,Euphoric,Happy,Pungent,Citrus,Sweet,
Morning-Star,hybrid,4.3,Uplifted,Euphoric,Creative,Happy,Energetic,Orange,Berry,Blueberry,
Root-Beer-Kush,sativa,3.8,Relaxed,Uplifted,Energetic,Giggly,Creative,Sweet,Vanilla,Pungent,
Mossad,indica,3.8,Euphoric,Focused,Relaxed,,,Sweet,Lemon,Earthy,
Rose-Bud,indica,4.2,Euphoric,Uplifted,Relaxed,Creative,Energetic,Rose,Flowery,Sweet,
Mossimo-Og,indica,4.5,Euphoric,Focused,Relaxed,Sleepy,Uplifted,Honey,Lemon,Pungent,
Royal-Chemdawg,hybrid,4.3,Relaxed,Sleepy,Creative,Hungry,Uplifted,Diesel,Citrus,Strawberry,
Royal-Dwarf,hybrid,4.4,Happy,Relaxed,Hungry,Tingly,Aroused,Skunk,Honey,Lemon,
Motavation,indica,3.9,Relaxed,Creative,Sleepy,Giggly,Euphoric,Pungent,Sweet,Flowery,
Royal-Haze,sativa,4.6,Uplifted,Happy,Relaxed,Talkative,Energetic,Citrus,Tropical,Skunk,
Mother-Of-Berries,indica,4.6,Relaxed,Happy,Creative,Sleepy,Tingly,Berry,Blueberry,Sweet,
Royal-Highness,hybrid,4.8,Happy,Relaxed,Energetic,Uplifted,Focused,Flowery,Earthy,Cheese,
Mother-Tongue,sativa,4.4,Happy,Creative,Euphoric,Giggly,Energetic,Earthy,Lemon,Sweet,
Mothers-Finest,sativa,4.4,Aroused,Happy,Uplifted,Creative,Energetic,Lemon,Sweet,Pine,
Royal-Kush,hybrid,4.2,Relaxed,Sleepy,Happy,Euphoric,Hungry,Woody,Earthy,Skunk,
Mothers-Helper,hybrid,4.6,Energetic,Uplifted,Happy,Focused,Creative,Earthy,Sweet,Citrus,
Mothers-Milk,hybrid,4.4,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Earthy,Vanilla,Sweet,
Rockbud,indica,4.2,Euphoric,Happy,Relaxed,Sleepy,Uplifted,Skunk,Pungent,Flowery,
Monolith,indica,5,Relaxed,Sleepy,Tingly,Euphoric,Focused,Pungent,Earthy,Pine,
Rocklock,indica,4.6,Relaxed,Happy,Euphoric,Focused,Energetic,Earthy,Sweet,Pungent,
Rockstar,indica,4.3,Relaxed,Happy,Sleepy,Uplifted,Talkative,Pungent,Earthy,Sweet,
Monster-Cookies,indica,4.6,Relaxed,Happy,Sleepy,Euphoric,Hungry,Earthy,Grape,Pine,
Rockstar-Kush,indica,4.2,Relaxed,Happy,Uplifted,Hungry,Euphoric,Skunk,Pungent,Earthy,
Monster-Og,hybrid,4.9,Hungry,Relaxed,Happy,Tingly,Sleepy,Woody,Spicy/Herbal,Earthy,
Rockstar-Master-Kush,indica,4.2,Relaxed,Euphoric,Hungry,Happy,Sleepy,Sweet,Earthy,Pine,
Montana-Silvertip,hybrid,4.6,Relaxed,Happy,Euphoric,Uplifted,Giggly,Earthy,Spicy/Herbal,Sweet,
Rocky-Dennis,hybrid,5,Euphoric,Happy,Uplifted,Relaxed,Sleepy,Diesel,Earthy,Citrus,
Mountain-Girl,hybrid,4.2,Happy,Uplifted,Relaxed,Talkative,Creative,Earthy,Spicy/Herbal,Sage,
Mr-Nice,indica,4.2,Relaxed,Happy,Hungry,Sleepy,Uplifted,Earthy,Sweet,Woody,
Mr-Tusk,hybrid,4.3,Happy,Talkative,Tingly,Euphoric,Relaxed,Citrus,Sweet,Berry,
Ms-Universe,hybrid,4,Euphoric,Happy,Talkative,Uplifted,Giggly,Sweet,Berry,Pineapple,
Mt-Cook,indica,5,Euphoric,Focused,Happy,Relaxed,Aroused,Ammonia,Diesel,Spicy/Herbal,
Royal-Tree-Sherbet,hybrid,5,Relaxed,,,,,Tropical,Sweet,Berry,
Rubicon,hybrid,4.5,Relaxed,Focused,Uplifted,Happy,Hungry,Earthy,Pungent,Grapefruit,
Mt-Hood-Magic,hybrid,4.7,Euphoric,Happy,Creative,Focused,Uplifted,Earthy,Sweet,Citrus,
Rudeboi-Og,hybrid,4.8,Relaxed,Uplifted,Euphoric,Hungry,Happy,Pine,Earthy,Flowery,
Mt-Rainier,hybrid,4.8,Happy,Uplifted,Relaxed,Aroused,Tingly,Earthy,Woody,Sweet,
Snow-White,hybrid,4.3,Relaxed,Euphoric,Hungry,Happy,Talkative,Citrus,Earthy,Woody,
Mud-Bite,indica,5,Euphoric,Relaxed,Sleepy,Uplifted,Giggly,,,,
Murkle,indica,2,Giggly,,,,,None,,,
Narnia,sativa,4.8,Happy,Creative,Euphoric,Uplifted,Energetic,Sweet,Citrus,Spicy/Herbal,
Nebula,hybrid,4.4,Uplifted,Happy,Euphoric,Energetic,Creative,Earthy,Honey,Pungent,
Russian-Rocket-Fuel,hybrid,4.1,Happy,Relaxed,Euphoric,Giggly,Uplifted,Spicy/Herbal,Menthol,Diesel,
Nebula-Ii-Cbd,hybrid,4.4,Focused,Uplifted,Talkative,Creative,Euphoric,Earthy,Spicy/Herbal,Woody,
Snowcap,hybrid,4.1,Happy,Euphoric,Uplifted,Focused,Creative,Lemon,Citrus,Pungent,
Negra-44,indica,5,Creative,Energetic,Relaxed,Hungry,Talkative,Sweet,Earthy,Citrus,
Snowland,hybrid,4.5,Relaxed,Sleepy,Talkative,Creative,Focused,Earthy,Lemon,Flowery,
Nepalese,sativa,4.4,Happy,Uplifted,Hungry,Euphoric,Creative,Earthy,Grapefruit,Sweet,
Sojay-Haze,sativa,4.8,Uplifted,Euphoric,Talkative,Relaxed,Hungry,Citrus,Spicy/Herbal,Sweet,
Somango,indica,4.3,Relaxed,Hungry,Focused,Sleepy,Euphoric,Mango,Sweet,Flowery,
Nepalese-Jam,hybrid,4,None,,,,,None,,,
Sage,hybrid,4.2,Happy,Euphoric,Relaxed,Uplifted,Energetic,Sage,Pungent,Diesel,
Sage-N-Sour,sativa,4.2,Energetic,Happy,Uplifted,Euphoric,Relaxed,Sage,Earthy,Spicy/Herbal,
Salmon-River-Og,indica,4.4,Relaxed,Happy,Uplifted,Aroused,Sleepy,Pungent,Spicy/Herbal,Woody,
Santa-Maria,sativa,4.4,Relaxed,Happy,Uplifted,Euphoric,Sleepy,Earthy,Sweet,Woody,
Santa-Sativa,sativa,4.3,Sleepy,Happy,Hungry,Relaxed,Aroused,Blueberry,Berry,Flowery,
Sapphire-Scout,hybrid,4.6,Euphoric,Happy,Relaxed,Sleepy,Uplifted,Sweet,Berry,Blueberry,
Rug-Burn-Og,hybrid,4.4,Euphoric,Relaxed,Happy,Hungry,Sleepy,Citrus,Spicy/Herbal,Pungent,
Russian-Assassin,indica,4.9,Relaxed,Euphoric,Happy,Sleepy,Tingly,Diesel,Skunk,Ammonia,
Snoop-S-Dream,hybrid,4.6,Relaxed,Happy,Euphoric,Uplifted,Giggly,Blueberry,Earthy,Sweet,
Snow-Bud,hybrid,4.6,Uplifted,Happy,Relaxed,Euphoric,Sleepy,Earthy,Chemical,Skunk,
Snow-Diesel,hybrid,3.4,Focused,Energetic,Uplifted,Euphoric,Happy,Diesel,Woody,Sweet,
Snow-Leopard,indica,4.6,Relaxed,Euphoric,Sleepy,Happy,Uplifted,Earthy,Tea,Woody,
Snow-Lotus,hybrid,4.6,Euphoric,Happy,Uplifted,Focused,Giggly,Chemical,Woody,Diesel,
Snow-Monster,indica,4.3,Relaxed,Happy,Euphoric,Hungry,Sleepy,Earthy,Sweet,Skunk,
Snow-Mountain,indica,4,Uplifted,Relaxed,,,,Flowery,,,
Snow-Ryder,indica,4,Aroused,Sleepy,Uplifted,Relaxed,,Minty,Pepper,Earthy,
Sapphire-Star,hybrid,4.5,Uplifted,Focused,Happy,Euphoric,Relaxed,Grapefruit,Lemon,Sweet,
Sasquatch-Sap,hybrid,4.8,Creative,Relaxed,Uplifted,Euphoric,Focused,Diesel,Coffee,Earthy,
Satellite-Og,indica,4.9,Relaxed,Euphoric,Uplifted,Focused,Hungry,Earthy,Woody,Pungent,
Satori,hybrid,4.1,Creative,Euphoric,Uplifted,Happy,Energetic,Mango,Earthy,Pine,
Saturn-Og,hybrid,4.5,Happy,Relaxed,Euphoric,Uplifted,Sleepy,Earthy,Sweet,Tree,Fruit
Savage-Citrus-Sunshine,hybrid,4.5,Sleepy,Aroused,Talkative,Tingly,Uplifted,Citrus,Grapefruit,Earthy,
Savants-Grail,hybrid,4.8,Aroused,Tingly,Uplifted,Euphoric,Focused,Sweet,Flowery,Earthy,
Schrom,sativa,4.3,Happy,Uplifted,Creative,Euphoric,Aroused,Lemon,Citrus,Lime,
Scooby-Snack,hybrid,4.6,Happy,Relaxed,Euphoric,Uplifted,Sleepy,Earthy,Pungent,Woody,
Sonic-Screwdriver,sativa,4.5,Happy,Euphoric,Giggly,Uplifted,Energetic,Earthy,Citrus,Woody,
Sensi-Skunk,indica,4.4,Relaxed,Happy,Hungry,Creative,Euphoric,Earthy,Skunk,Citrus,
Sensi-Star,indica,4.1,Relaxed,Euphoric,Sleepy,Happy,Uplifted,Earthy,Pungent,Sweet,
Sequoia-Strawberry,sativa,4.4,Uplifted,Relaxed,Energetic,Euphoric,Focused,Strawberry,Sweet,Pine,
Serious-6,sativa,3.8,Relaxed,Sleepy,Hungry,Aroused,Uplifted,Spicy/Herbal,Citrus,Lemon,
Serious-Happiness,hybrid,4.4,Euphoric,Happy,Relaxed,Energetic,Talkative,Spicy/Herbal,Pepper,Sweet,
Sexxpot,indica,4.1,Uplifted,Happy,Aroused,Tingly,Creative,Pungent,Tropical,Flowery,
Sfv-Dog,hybrid,4.5,Relaxed,Happy,Uplifted,Euphoric,Focused,Pine,Citrus,Diesel,
Sfv-Og,hybrid,4.4,Happy,Relaxed,Uplifted,Euphoric,Focused,Earthy,Pine,Pungent,
Sfv-Og-Kush,indica,4.5,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Pine,Earthy,Lemon,
Shaman,sativa,4.2,Uplifted,Focused,Happy,Energetic,Euphoric,Sweet,Lemon,Flowery,
Og-Glue-Sniffer,hybrid,5,Sleepy,Uplifted,Relaxed,,,Pungent,,,
Shangri-La,hybrid,4.7,Euphoric,Relaxed,Uplifted,Happy,Energetic,Earthy,Pungent,Lemon,
Shark-Attack,indica,4.2,Relaxed,Tingly,Happy,Focused,Hungry,Earthy,Pungent,Skunk,
Shark-Bite,hybrid,4.1,Uplifted,Energetic,Euphoric,Relaxed,Aroused,Tropical,Pungent,Sweet,
Og-Kush,hybrid,4.3,Relaxed,Happy,Euphoric,Uplifted,Sleepy,Earthy,Pine,Woody,
Shark-Shock,indica,4.2,Relaxed,Euphoric,Focused,Happy,Tingly,Earthy,Woody,Spicy/Herbal,
Sharks-Breath,hybrid,4.4,Relaxed,Happy,Euphoric,Focused,Uplifted,Pungent,Sweet,Earthy,
Shiatsu-Kush,hybrid,4.4,Relaxed,Happy,Sleepy,Euphoric,Tingly,Sweet,Tropical,Mango,
Og-La-Affie,indica,4.8,Relaxed,Happy,Uplifted,Focused,Creative,Earthy,Pepper,Woody,
Shining-Silver-Haze,sativa,4.8,Talkative,Uplifted,Relaxed,Euphoric,Hungry,,,,
Neptune-Kush,indica,4.3,Relaxed,Uplifted,Happy,Hungry,Sleepy,Citrus,Pine,Honey,
Og-Eddy-Lepp,indica,4,Happy,Sleepy,Hungry,Talkative,Tingly,Tropical,,,
Scotts-Og,hybrid,4.6,Relaxed,Euphoric,Sleepy,Happy,Tingly,Lemon,Pine,Woody,
Scouts-Honor,hybrid,5,Relaxed,Creative,Giggly,Talkative,Uplifted,Sweet,Tropical,Flowery,
Scroopy-Noopers,hybrid,5,Euphoric,Hungry,Relaxed,,,None,,,
Seattle-Blue,indica,4.5,Euphoric,Relaxed,Uplifted,Happy,Hungry,Sweet,Blueberry,Pungent,
Seattle-Cough,sativa,4.7,Happy,Uplifted,Energetic,Relaxed,Creative,Pine,Citrus,Grapefruit,
Seattlesoda,hybrid,0,None,,,,,None,,,
Secret-Garden-Og,indica,5,Euphoric,Talkative,Uplifted,Creative,Energetic,Flowery,Lavender,Honey,
Secret-Recipe,hybrid,4.3,Relaxed,Happy,Uplifted,Giggly,Euphoric,Sweet,Earthy,Pine,
Shipwreck,sativa,4.5,Happy,Euphoric,Relaxed,Creative,Energetic,Sweet,Pine,Earthy,
Shishkaberry,indica,4.3,Happy,Relaxed,Uplifted,Euphoric,Talkative,Berry,Blueberry,Sweet,
Shiskaquine,hybrid,4.6,Relaxed,Uplifted,Focused,Energetic,Euphoric,Sweet,Earthy,Berry,
Shiva-Skunk,indica,4.2,Euphoric,Relaxed,Uplifted,Happy,Tingly,Skunk,Earthy,Pine,
Shoreline,hybrid,4.4,Happy,Relaxed,Euphoric,Giggly,Hungry,Skunk,Spicy/Herbal,Sweet,
Shurman-7,hybrid,4.7,Relaxed,Sleepy,Euphoric,,,Earthy,Sweet,Pine,
Sierra-Mist,hybrid,4.7,Euphoric,Happy,Relaxed,Creative,Giggly,Citrus,Sweet,Diesel,
Silver-Back,hybrid,4,Euphoric,Aroused,Talkative,Uplifted,Happy,Citrus,Tropical,Earthy,
Silver-Bubble,hybrid,4.5,Happy,Relaxed,Uplifted,Euphoric,Creative,Sweet,Woody,Berry,
Silver-Calyx,hybrid,5,Aroused,Energetic,Euphoric,Focused,Relaxed,Lemon,Tree,Fruit,Pine
Sin-City-Kush,indica,4.9,Relaxed,Euphoric,Uplifted,Giggly,Happy,Grape,Pine,Nutty,
Sin-Valley-Og,hybrid,4.5,Sleepy,Relaxed,Focused,Euphoric,Happy,Citrus,Earthy,Lemon,
Og-Los-Angeles-Kush,indica,4.7,Sleepy,Relaxed,Hungry,Euphoric,Focused,Earthy,Citrus,,
Og-Poison,hybrid,4.3,Relaxed,Sleepy,Euphoric,Hungry,Focused,Earthy,Diesel,Sweet,
Sinai,sativa,4.8,Euphoric,Uplifted,Relaxed,Talkative,Happy,Menthol,Spicy/Herbal,Pepper,
Sinmint-Cookies,hybrid,4.6,Relaxed,Happy,Sleepy,Euphoric,Uplifted,Minty,Menthol,Woody,
Sirius-Black,indica,4.6,Happy,Euphoric,Relaxed,Creative,Uplifted,Grape,Sweet,Pepper,
Six-Shooter,hybrid,4.6,Creative,Euphoric,Happy,Uplifted,Focused,Sweet,Skunk,Citrus,
Skins-Skunk,hybrid,5,Euphoric,Happy,Relaxed,Sleepy,Uplifted,Lemon,Sweet,Strawberry,
Skunk-1,hybrid,4.1,Euphoric,Creative,Relaxed,Happy,Hungry,Skunk,Earthy,Pungent,
Skunk-47,indica,4.3,Relaxed,Sleepy,Happy,Uplifted,Hungry,Earthy,Skunk,Berry,
Skunk-Dawg,sativa,4.4,Happy,Uplifted,Relaxed,Focused,Creative,Skunk,Pungent,Earthy,
Skunk-Haze,hybrid,4.1,Relaxed,Happy,Focused,Giggly,Euphoric,Earthy,Woody,Skunk,
Og-Ringo,hybrid,4.5,Happy,Relaxed,Uplifted,Hungry,Euphoric,Lemon,Sweet,Pine,
Og-Shark,hybrid,4.5,Relaxed,Uplifted,Happy,Euphoric,Tingly,Earthy,Chemical,Woody,
Skunkberry,hybrid,4.5,Relaxed,Happy,Euphoric,Uplifted,Creative,Skunk,Berry,Blueberry,
Skunky-Diesel,hybrid,4.2,Happy,Uplifted,Energetic,Relaxed,Sleepy,Skunk,Diesel,Earthy,
Sky-Master,sativa,0,None,,,,,None,,,
Skydog,indica,4.5,Focused,Happy,Relaxed,Uplifted,Euphoric,Pungent,Skunk,Spicy/Herbal,
Skywalker,indica,4.3,Relaxed,Euphoric,Sleepy,Happy,Uplifted,Earthy,Sweet,Citrus,
Skywalker-Alien,hybrid,3.8,Happy,Giggly,Relaxed,Euphoric,Hungry,Chemical,Sweet,Citrus,
Skywalker-Og,hybrid,4.5,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Earthy,Pungent,Sweet,
Slazerbeam,sativa,4.6,Uplifted,Energetic,Happy,Talkative,Creative,Woody,Earthy,Sweet,
Sleeskunk,sativa,4.2,Creative,Euphoric,Tingly,Uplifted,Energetic,Skunk,Pine,Pungent,
Sleestack,sativa,4.3,Happy,Relaxed,Uplifted,Euphoric,Creative,Diesel,Skunk,Lemon,
Slimer-Og,hybrid,4.6,Relaxed,Happy,Uplifted,Talkative,Euphoric,Earthy,Pungent,Sweet,
Smelliot,hybrid,5,Uplifted,Happy,Creative,Euphoric,Focused,Citrus,Ammonia,Sweet,
Og-Skunk,hybrid,4.8,Happy,Euphoric,Creative,Relaxed,Uplifted,Skunk,Woody,Pine,
Smooth-Operator,hybrid,4,Talkative,Uplifted,Energetic,Happy,,Flowery,Earthy,Pungent,
Og-Sour-Diesel,hybrid,3.5,Happy,Relaxed,Energetic,Giggly,Talkative,Diesel,Citrus,Lemon,
